行政區,公廁編號,公廁類別,公廁名稱,公廁位置,公廁等級,公廁地址,經度,緯度,管理單位,尿布臺設置數量,兒童座椅設置數量,親子友善評鑑獲獎
中正區,B555,文化育樂場所,臺北市政府青年局,8樓親子,特優級(分),臺北市中正區仁愛路一段17號,121.522275,25.038971,臺北市政府青年局,1,0,
中正區,A538,交通,捷運小南門站(松山新店線),親子廁所,特優級(分),臺北市中正區愛國西路22號-1樓,121.511274,25.035203,捷運小南門站,1,1,
中正區,B555,文化育樂場所,臺北市政府青年局,B1親子,特優級(分),臺北市中正區仁愛路一段17號,121.522275,25.038971,臺北市政府青年局,1,1,
中正區,百527,綜合零售賣場,東森地下街,(K區)中親子廁所,優等級(分),臺北市中正區忠孝西路一段47號B1,121.517177,25.046753,東森得易購股份有限公司 K區東森廣場營業所,1,1,
中正區,A130,交通,捷運中正紀念堂站(松山新店線),北側親子廁所,特優級(分),臺北市中正區羅斯福路一段8之1號,121.518363,25.032251,捷運中正紀念堂站,1,1,
中正區,機94,機關,臺灣臺北地方法院,南側2樓親子廁所,特優級(分),臺北市中正區博愛路131號,121.511122,25.036794,司法新廈管理委員會臺灣臺北地方法院,1,1,
中正區,機94,機關,臺灣臺北地方法院,北側3樓親子廁所,特優級(分),臺北市中正區博愛路131號,121.511122,25.036794,司法新廈管理委員會臺灣臺北地方法院,1,0,
中正區,流144,公園,中正河濱公園,中正河濱公園中正兒童遊戲場旁親子,,中正兒童遊戲場旁,121.514782,25.022832,水利處高灘地南區管理站,0,0,
中正區,流150,公園,古亭河濱公園,古亭河濱公園(永福橋停車場旁)親子廁所1,,永福橋停車場旁,121.526022,25.014513,水利處高灘地南區管理站,0,0,
中正區,流151,公園,古亭河濱公園,古亭河濱公園(永福橋停車場旁)親子廁所2,,永福橋停車場旁,121.526022,25.014513,水利處高灘地南區管理站,0,0,
中正區,流152,公園,古亭河濱公園,古亭河濱公園(永福橋停車場旁)親子廁所3,,永福橋停車場旁,121.526022,25.014517,水利處高灘地南區管理站,0,0,
中正區,B006,文化育樂場所,國立歷史博物館,2F親子廁所,特優級(分),臺北市中正區南海路49號,121.511227,25.031454,國立歷史博物館,0,0,
中正區,B539,觀光遊憩,自來水園區(署),水岸停車場親子廁所,優等級(分),臺北市中正區思源街1號,121.530253,25.013286,自來水園區,0,0,
中正區,B009,文化育樂場所,國立臺灣博物館,鐵道部園區電源室親子,特優級(分),臺北市中正區襄陽路2號,121.515003,25.043301,國立臺灣博物館,0,0,
中正區,B009,文化育樂場所,國立臺灣博物館,鐵道部園區9號建物親子廁所,特優級(分),臺北市中正區襄陽路2號,121.515003,25.043301,國立臺灣博物館,0,0,
中正區,A160,交通,捷運西門站(板南線),地下街親子,特優級(分),臺北市中正區寶慶路32-1號B1F,121.508652,25.041746,捷運西門站,1,1,
內湖區,A716,交通,捷運東湖站(文湖線),親子,特優級(分),臺北市內湖區康寧路三段235號,121.611718,25.067126,捷運東湖站,1,1,
內湖區,A717,交通,捷運葫洲站(文湖線),出口2親子,特優級(分),臺北市內湖區康寧路三段16號,121.607389,25.072483,捷運葫洲站,1,1,
內湖區,A718,交通,捷運大湖公園站(文湖線),親子,特優級(分),臺北市內湖區成功路五段11號,121.602658,25.083351,捷運大湖公園站,1,1,
內湖區,A719,交通,捷運內湖站(文湖線),親子,特優級(分),臺北市內湖區成功路四段186號,121.594258,25.0839,捷運內湖站,1,1,
內湖區,A720,交通,捷運文德站(文湖線),親子,特優級(分),臺北市內湖區文德路214號,121.585527,25.078436,捷運文德站,1,1,
內湖區,A721,交通,捷運港墘站(文湖線),親子,特優級(分),臺北市內湖區內湖路一段663號,121.575481,25.080073,捷運港墘站,1,1,
內湖區,A722,交通,捷運西湖站(文湖線),親子,特優級(分),臺北市內湖區內湖路一段256號,121.567597,25.081906,捷運西湖站,1,1,
內湖區,機42,機關,臺北市立圖書館東湖分館,2F親子,優等級(分),臺北市內湖區五分街6號,121.61261,25.067415,臺北市立圖書館東湖分館,0,0,
內湖區,醫44,醫院,三軍總醫院內湖院區,124(一樓小兒科門診親子廁),特優級(分),臺北市內湖區成功路二段325號,121.592407,25.071435,三軍總醫院內湖院區,1,1,
內湖區,醫44,醫院,三軍總醫院內湖院區,113(一樓-151診親子廁所),特優級(分),臺北市內湖區成功路二段325號,121.592407,25.071435,三軍總醫院內湖院區,1,1,
內湖區,醫35,醫院,中國醫藥大學附設醫院臺北分院,2樓親子,優等級(分),臺北市內湖區內湖路二段360號,121.590642,25.082157,中國醫藥大學附設醫院臺北分院,0,0,
內湖區,醫44,醫院,三軍總醫院內湖院區,123-1(急診大廳女廁親子),特優級(分),臺北市內湖區成功路二段325號,121.592407,25.071435,三軍總醫院內湖院區,1,1,
內湖區,B740,文化育樂場所,內湖運動中心,B1親子無障礙,特優級(分),臺北市內湖區洲子街12號,121.575154,25.078233,內湖運動中心,0,0,
內湖區,B740,文化育樂場所,內湖運動中心,5F親子無障礙,特優級(分),臺北市內湖區洲子街12號,121.575154,25.078233,內湖運動中心,0,0,
內湖區,B740,文化育樂場所,內湖運動中心,8F親子無障礙,特優級(分),臺北市內湖區洲子街12號,121.575154,25.078233,內湖運動中心,0,0,
內湖區,B740,文化育樂場所,內湖運動中心,10F親子無障礙,特優級(分),臺北市內湖區洲子街12號,121.575154,25.078233,內湖運動中心,0,0,
內湖區,百505,綜合零售賣場,大全聯內湖店,1樓親子廁所,優等級(分),臺北市內湖區舊宗路一段188號,121.575245,25.062596,全聯實業股份有限公司,1,1,
內湖區,百503,綜合零售賣場,好市多購物中心(內湖店),B1親子,特優級(分),臺北市內湖區舊宗路一段268號,121.575994,25.064152,好市多購物中心內湖店,1,1,
內湖區,B573,文化育樂場所,臺北市網球中心,2樓親子,優等級(分),臺北市內湖區民權東路六段208號,121.596695,25.067637,臺北市政府體育局,0,0,
文山區,A134,交通,捷運木柵站(文湖線),親子廁所,特優級(分),臺北市文山區木柵路四段135號,121.573147,24.998231,捷運木柵站,1,1,
文山區,A136,交通,捷運萬芳醫院站(文湖線),親子廁所,特優級(分),臺北市文山區興隆路三段113號,121.558095,24.999335,捷運萬芳醫院站,1,1,
文山區,A138,交通,捷運動物園站(文湖線),親子廁所,特優級(分),臺北市文山區新光路二段32號,121.579498,24.998171,捷運動物園站,1,1,
文山區,B091,觀光遊憩,臺北市立動物園,14號雨林區親子廁所,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,1,1,
文山區,B091,觀光遊憩,臺北市立動物園,3號若亞方舟親子廁所,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,1,1,
文山區,B091,觀光遊憩,臺北市立動物園,4號台灣區男親子,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,1,1,
文山區,B091,觀光遊憩,臺北市立動物園,4號台灣區女親子,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,1,1,
文山區,B091,觀光遊憩,臺北市立動物園,2號遊客服務中心親子廁所,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,1,1,
文山區,A728,交通,景美國小地下停車場,B1親子,優等級(分),臺北市文山區景文街142巷2號,121.540694,24.989247,臺北市停車管理工程處景美國小地下停車場,1,0,
文山區,B730,觀光遊憩,木柵貓空纜車,遊客服務中心男廁旁親子,特優級(分),臺北市文山區新光路二段8號,121.576292,24.996036,臺北大眾捷運股份有限公司,1,1,
文山區,B730,觀光遊憩,木柵貓空纜車,遊客服務中心女廁旁親子,特優級(分),臺北市文山區新光路二段8號,121.576292,24.996036,臺北大眾捷運股份有限公司,1,1,
文山區,B730,觀光遊憩,木柵貓空纜車,指南站親子廁所,特優級(分),臺北市文山區新光路二段8號,121.576292,24.996036,臺北大眾捷運股份有限公司,1,0,
文山區,D808,公園,景美運動公園(署),親子廁所,優等級(分),臺北市文山區景豐街底,121.545128,25.001276,公園路燈工程管理處南港公園管理所,1,1,
文山區,D047,公園,木柵公園(署),親子廁所,優等級(分),臺北市文山區下崙路9之3號對面,121.560505,24.986902,公園路燈工程管理處南港公園管理所,1,1,
文山區,機49,機關,文山區戶政事務所(所本部),2樓入口服務台後方親子,特優級(分),臺北市文山區木柵路三段220號2樓,121.569962,24.989558,臺北市文山區戶政事務所所本部,0,1,
文山區,B091,觀光遊憩,臺北市立動物園,25號沙漠區親子廁所,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,1,0,
文山區,A140,交通,捷運萬隆站(松山新店線),親子廁所,特優級(分),臺北市文山區羅斯福路五段214號,121.538552,25.002544,捷運萬隆站,1,1,
文山區,A139,交通,捷運景美站(松山新店線),親子,特優級(分),臺北市文山區羅斯福路六段216號,121.540571,24.993206,捷運景美站(夜),1,1,
文山區,醫26,醫院,臺北市立萬芳醫院　　　　,急診藥局對面親子廁所,優等級(分),臺北市文山區興隆路三段111號,121.558387,24.999963,臺北市立萬芳醫院,1,1,
文山區,B091,觀光遊憩,臺北市立動物園,26-1熱帶雨林館2樓親子廁所,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,0,0,
文山區,B091,觀光遊憩,臺北市立動物園,26-3熱帶雨林館戶外親子,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,0,0,
文山區,A568,交通,北二高木柵休息站,親子廁所,特優級(分),木柵休息站,121.570283,24.975939,交通部台灣區國道高速公路局北區工程處木柵工務段,1,1,
文山區,機48,機關,臺北市立圖書館文山分館,9F多功能教室親子,特優級(分),臺北市文山區興隆路二段160號7樓,121.551672,25.001719,臺北市立圖書館文山分館,0,0,
文山區,B091,觀光遊憩,臺北市立動物園,21號企鵝館親子廁所,特優級(分),臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,1,0,
文山區,D032,公園,萬芳公園,親子廁所,優等級(分),臺北市文山區萬和街2號旁,121.568252,25.001252,公園路燈工程管理處南港公園管理所,1,1,
文山區,流161,公園,溪洲河濱公園,溪洲疏散門景觀(景二號疏散門)親子廁所,,溪洲疏散門(景二號疏散門),121.535117,24.998537,水利處高灘地南區管理站,0,0,
文山區,流162,公園,溪洲河濱公園,溪洲疏散門景觀(景二號疏散門)親子廁所2,,溪洲疏散門(景二號疏散門),121.535107,24.998532,水利處高灘地南區管理站,0,0,
文山區,流171,公園,道南右岸河濱公園,道南右岸河濱公園景觀親子(恆光橋旁),,恆光橋旁,121.567129,24.981157,水利處高灘地南區管理站,1,0,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,2門1樓親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,V
北投區,A151,交通,捷運石牌站(淡水信義線),親子,特優級(分),臺北市北投區石牌路一段200號,121.515136,25.115078,捷運石牌站,1,1,
北投區,A154,交通,捷運北投站(淡水信義線),1號出口親子,特優級(分),臺北市北投區光明路1號,121.498695,25.131977,捷運北投站,1,0,
北投區,A725,交通,七星公園地下停車場,親子,特優級(分),臺北市北投區光明路225號,121.504128,25.136564,臺北市停車管理工程處七星公園地下停車場,1,1,
北投區,A150,交通,捷運明德站(淡水信義線),親子廁所,特優級(分),臺北市北投區明德路95號,121.518848,25.109721,捷運明德站,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診1樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診2樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診2樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診3樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診3樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診4樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診4樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診5樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診5樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診6樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診6樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診7樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診7樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診8樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診8樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診9樓東親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,3門診9樓西親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,2門3樓親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,湖畔3樓親子廁所,優等級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,A154,交通,捷運北投站(淡水信義線),2號出口親子,特優級(分),臺北市北投區光明路1號,121.498695,25.131977,捷運北投站,0,0,
北投區,B078,觀光遊憩,陽明山國家公園(署),冷水坑遊客服務站親子廁所,特優級(分),臺北市北投區小油坑地質景觀區遊客服務中心,121.546587,25.155082,內政部國家公園署陽明山國家公園管理處,1,1,
北投區,A153,交通,捷運奇岩站(淡水信義線),親子,特優級(分),臺北市北投區三合街二段487號,121.501132,25.125491,捷運奇岩站,1,1,
北投區,A155,交通,捷運新北投站(淡水信義線),親子,特優級(分),臺北市北投區大業路700號,121.502534,25.136947,捷運新北投站,1,1,
北投區,A152,交通,捷運唭哩岸站(淡水信義線),親子廁所,特優級(分),臺北市北投區東華街二段301號,121.506252,25.120872,捷運唭哩岸站,1,1,
北投區,A156,交通,捷運復興崗站(淡水信義線),親子廁所,特優級(分),臺北市北投區中央北路三段53巷10號,121.485424,25.137532,捷運復興崗站,1,1,
北投區,A157,交通,捷運忠義站(淡水信義線),親子廁所,特優級(分),臺北市北投區中央北路四段301號,121.473226,25.131058,捷運忠義站,1,1,
北投區,D091,公園,北投福星公園,無障礙親子,特優級(分),臺北市北投區文林北路225號,121.512297,25.109071,工務局公園路燈工程管理處,1,1,
北投區,D001,公園,陽明山公園(署),1號大門口立體停車場親子廁所,特優級(分),臺北市北投區陽明山,121.540139,25.156931,公園路燈工程管理處花卉試驗中心,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,1門2F親子,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,D813,公園,洲美公園,親子廁所,特優級(分),臺北市北投區福美路199號,121.505584,25.10028,臺北市公園路燈管理處陽明山管理所,1,1,
北投區,醫17,醫院,臺北榮民總醫院　　　　　,2門7F親子廁所,特優級(分),臺北市北投區石牌路二段201號,121.520082,25.119349,臺北榮民總醫院,1,1,
北投區,機54,機關,臺北市立圖書館稻香分館,8F親子廁所,特優級(分),臺北市北投區稻香路81號7樓,121.489538,25.140952,臺北市立圖書館稻香分館,0,0,
北投區,B078,觀光遊憩,陽明山國家公園(署),龍鳳谷遊客服務站親子廁所,特優級(分),臺北市北投區小油坑地質景觀區遊客服務中心,121.546587,25.155082,內政部國家公園署陽明山國家公園管理處,1,1,
北投區,B078,觀光遊憩,陽明山國家公園(署),擎天岡遊客服務站親子廁所,特優級(分),臺北市北投區小油坑地質景觀區遊客服務中心,121.546587,25.155082,內政部國家公園署陽明山國家公園管理處,1,1,
北投區,B078,觀光遊憩,陽明山國家公園(署),遊客服務中心親子廁所,特優級(分),臺北市北投區小油坑地質景觀區遊客服務中心,121.546587,25.155082,內政部國家公園署陽明山國家公園管理處,1,1,
北投區,B078,觀光遊憩,陽明山國家公園(署),小油坑地質景觀區親子廁所,特優級(分),臺北市北投區小油坑地質景觀區遊客服務中心,121.546587,25.155082,內政部國家公園署陽明山國家公園管理處,1,1,
北投區,B078,觀光遊憩,陽明山國家公園(署),竹子湖蓬萊米原種田故事館親子廁所,特優級(分),臺北市北投區小油坑地質景觀區遊客服務中心,121.546587,25.155082,內政部國家公園署陽明山國家公園管理處,1,1,
北投區,B604,文化育樂場所,洲美運動公園,1F親子,優等級(分),臺北市北投區洲美街271號,121.500605,25.109979,洲美運動公園,1,0,
北投區,B604,文化育樂場所,洲美運動公園,2F親子,優等級(分),臺北市北投區洲美街271號,121.500605,25.109979,洲美運動公園,1,0,
北投區,百621,綜合零售賣場,好市多北投店,B1親子,特優級(分),臺北市北投區立德路117號,121.470067,25.127562,好市多購物中心北投店,1,1,
北投區,醫37,醫院,和信治癌中心醫院,1003親子,特優級(分),臺北市北投區立德路125號,121.472414,25.128283,醫療財團法人辜公亮基金會和信治癌中心醫院,1,1,
北投區,A776,交通,北投福星公園地下停車場,B1親子廁所,特優級(分),臺北市北投區北科路220號,121.512563,25.107571,臺北市停車管理工程處,1,1,
松山區,B025,文化育樂場所,臺北田徑場,二樓東區E11親子213B,優等級(分),臺北市松山區敦化北路3號,121.551403,25.051253,臺北田徑場,1,0,
松山區,B025,文化育樂場所,臺北田徑場,二樓西區W05親子206B,優等級(分),臺北市松山區敦化北路3號,121.551403,25.051253,臺北田徑場,1,0,
松山區,B025,文化育樂場所,臺北田徑場,二樓西區W06親子208B,優等級(分),臺北市松山區敦化北路3號,121.551403,25.051253,臺北田徑場,1,0,
松山區,B025,文化育樂場所,臺北田徑場,二樓西區W08親子212B,優等級(分),臺北市松山區敦化北路3號,121.551403,25.051253,臺北田徑場,1,0,
松山區,B025,文化育樂場所,臺北田徑場,二樓西區W09親子213B,優等級(分),臺北市松山區敦化北路3號,121.551403,25.051253,臺北田徑場,1,0,
松山區,B601,文化育樂場所,臺北小巨蛋,1-03親子廁所,特優級(分),臺北市松山區南京東路四段2號(南京東路四段與敦化北路交叉口),121.549934,25.05145,臺北大眾捷運股份有限公司,1,1,
松山區,B601,文化育樂場所,臺北小巨蛋,2-04親子廁所,特優級(分),臺北市松山區南京東路四段2號(南京東路四段與敦化北路交叉口),121.549934,25.05145,臺北大眾捷運股份有限公司,0,1,
松山區,B601,文化育樂場所,臺北小巨蛋,2-17親子廁所,特優級(分),臺北市松山區南京東路四段2號(南京東路四段與敦化北路交叉口),121.549934,25.05145,臺北大眾捷運股份有限公司,1,1,
松山區,A552,交通,捷運南京復興站(文湖線),親子,特優級(分),臺北市松山區南京東路三段253號,121.544517,25.052057,南京復興站,1,1,
松山區,A170,交通,捷運南京復興站(松山新店線),站內親子,特優級(分),臺北市松山區南京東路三段253號,121.544045,25.052285,捷運南京復興站,1,1,
松山區,A170,交通,捷運南京復興站(松山新店線),站外親子,特優級(分),臺北市松山區南京東路三段253號,121.544045,25.052285,捷運南京復興站,1,1,
松山區,A171,交通,捷運台北小巨蛋站(松山新店線),站內親子,特優級(分),臺北市松山區南京東路四段10-1號,121.552549,25.051292,捷運台北小巨蛋站,1,1,
松山區,A171,交通,捷運台北小巨蛋站(松山新店線),站外親子,特優級(分),臺北市松山區南京東路四段10-1號,121.552549,25.051292,捷運台北小巨蛋站,1,1,
松山區,A172,交通,捷運南京三民站(松山新店線),站外親子,特優級(分),臺北市松山區南京東路五段237號,121.564708,25.051652,捷運南京三民站,1,1,
松山區,A173,交通,捷運松山站(松山新店線),站內親子,特優級(分),臺北市松山區八德路四段742號,121.577706,25.050118,捷運松山站,1,1,
松山區,A173,交通,捷運松山站(松山新店線),站外親子,特優級(分),臺北市松山區八德路四段742號,121.577706,25.050118,捷運松山站,1,1,
松山區,A023,交通,松山機場,國際線-1樓報到大廳東區-親子廁所,特優級(分),臺北市松山區敦化北路340-9號,121.551513,25.063666,交通部民航局臺北國際航空站,1,1,
松山區,機123,機關,松山區戶政事務所,親子廁所,特優級(分),臺北市松山區八德路四段692號4樓,121.577229,25.049822,臺北市松山區戶政事務所,1,1,
松山區,A166,交通,八德立體停車場,1樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),1,1,
松山區,A166,交通,八德立體停車場,3樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),0,1,
松山區,A166,交通,八德立體停車場,5樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),0,1,
松山區,A166,交通,八德立體停車場,8樓親子無障礙,特優級(分),臺北市松山區八德路四段568號,121.572071,25.049758,八德立體停車場(夜),0,1,
